Text,ASR Text,Matched Text,VAC_WER,ASR_WER,Duration,Path
Այստեղ նաև բնակվում են բալթյան մոխրագույն ծովափղեր։,Այստեղ նաև բնակվում են բալթյան մոխրագույն ծովա փղեր։,Այստեղ նաև բնակվում են բալթյան մոխրագույն ծովափղեր։,0.0,0.429,5.076,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40030394.wav
Ավան բառը հայերենում փոխառված է պահլավերենից։,Ավան բառը հայերենում փոխառված է պահլավերենից։,Ավան բառը հայերենում փոխառված է պահլավերենից։,0.0,0.0,4.032,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40030459.wav
Հեծյալի հիմնական զենքը նետ ու աղեղն էր։,Էծյալի հիմնական զենքը նետ ու աղեղն էր։,Հեծյալի հիմնական զենքը նետ ու աղեղն էր։,0.0,0.143,4.212,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40030728.wav
Այն ունի քաղաքային և գյուղական տարբերակներ։,Այն ունի քաղաքային և գյուղական տարբերակներ։,Այն ունի քաղաքային և գյուղական տարբերակներ։,0.0,0.167,3.564,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032095.wav
Իսկ ծեր կինը մի կաղինը գցում է նկուղում։,Իսկ ծերկինը մի կաղինը գցում է նկուղում։,Իսկ ծեր կինը մի կաղինը գցում է նկուղում։,0.0,0.25,4.14,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032107.wav
Եզակի հետաքրքրութիւն կը ներկայացնէ ջաջուռեան պատկերաշարը։,Եզակի հետաքրքրութիւն կը ներկայացնէ ջաուռեան պատկերաշարը։,Եզակի հետաքրքրութիւն կը ներկայացնէ ջաջուռեան պատկերաշարը։,0.0,0.167,5.004,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032115.wav
Ժլատի կյանքի պայմանները ամենքին հայտնի են․,Ժլատի կյանքի պայմանները ամենքին հայտնի են։,Ժլատի կյանքի պայմանները ամենքին հայտնի են․,0.0,0.167,3.924,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032116.wav
"Աղջիկները մերժել նրանց, ասելով, որ նրանք լեսբուհիներ են։","Աղջիկները մերժել են նրանց, ասելով, որ նրանք լեզբուհիներ են։","Աղջիկները մերժել նրանց, ասելով, որ նրանք լեսբուհիներ են։",0.0,0.25,4.824,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032223.wav
Նա նաև մոտակայքում տնկել է պտղատու այգիներ։,Նա նաև մոտակայքում տնկել է պտղատու այգիներ։,Նա նաև մոտակայքում տնկել է պտղատու այգիներ։,0.0,0.143,3.924,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032226.wav
"Նրանք ստեղծում են իրեր, որոնք դուր են գալիս երեխաներին և մեծահասակներին։","Նրանք ստեղծում են իրեր, որոնք դուր են գալիս երեխաներն և մեծահասակներին։","Նրանք ստեղծում են իրեր, որոնք դուր են գալիս երեխաներին և մեծահասակներին։",0.0,0.182,5.112,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032255.wav
Արցախի հիմնի գրական ռուսերեն թարգմանության հեղինակը։,Արցախի հիմնի գրական ռուսերեն թարգմանության հեղինակը։,Արցախի հիմնի գրական ռուսերեն թարգմանության հեղինակը։,0.0,0.0,4.464,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032421.wav
Սկսել է որպես լուսանկարիչ։,Սկսել է որպես լուսանկարիչ։,Սկսել է որպես լուսանկարիչ։,0.0,0.0,2.52,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032442.wav
Երրորդ անգամ հրաշքը տեղի չունեցավ։,Երրորդ անգամ հրաշքը տեղի չունեցավ։,Երրորդ անգամ հրաշքը տեղի չունեցավ։,0.0,0.0,4.392,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032468.wav
"Կոները ուղղադիր են, գտնվում են սաղարթի վևրևում, հասունանում են ծաղկելու տարին։","Կոները ուղղադիր են, գտնվում են սաղարթի վերևում, հասունանում են ծաղկելու տարին։","Կոները ուղղադիր են, գտնվում են սաղարթի վևրևում, հասունանում են ծաղկելու տարին։",0.0,0.091,5.76,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032480.wav
Նրան դաստիարակել էր իր մորաքույրերից մեկը։,Նրան դաստիարակել էր իր մորաքույրերից մեկը։,Նրան դաստիարակել էր իր մորաքույրերից մեկը։,0.0,0.0,3.42,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032502.wav
Արգանդի լրիվ արտանկման ժամանակ միզարձակումը դժվարանում է։,Արգանդի լրիվ արտանկման ժամանակ միզարձակումը դժվարանում է։,Արգանդի լրիվ արտանկման ժամանակ միզարձակումը դժվարանում է։,0.0,0.0,6.012,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032907.wav
Կառուցումից հետո այն դարձել է գաղութի վարչական կենտրոնը։,Կառուցումից հետո այն դարձել է գաղութի վարչական կենտրոնը։,Կառուցումից հետո այն դարձել է գաղութի վարչական կենտրոնը։,0.0,0.0,4.212,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032913.wav
Նա զբաղեցրել է նաև մշակույթի նախարարի պաշտոնը։,Նա զբաղեցրել է նաև մշակույթի նախարարի պաշտոնը։,Նա զբաղեցրել է նաև մշակույթի նախարարի պաշտոնը։,0.0,0.143,3.78,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032927.wav
Բնակչության զբաղվածությունը անասնապահությունն էր։,Բնակչության զբաղվածությունը անասնապահությունն էր։,Բնակչության զբաղվածությունը անասնապահությունն էր։,0.0,0.0,4.284,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032928.wav
Դրան բնորոշ է վիճակի վատացումը ժամանակի ընթացքում։,Դրան բնորոշ է վիճակի վատացումը ժամանակի ընթացքում։,Դրան բնորոշ է վիճակի վատացումը ժամանակի ընթացքում։,0.0,0.0,3.924,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032931.wav
"Այն, հավանաբար, մնացել է անավարտ։",Այն հավանաբար մնացել է անավարտ։,"Այն, հավանաբար, մնացել է անավարտ։",0.0,0.4,3.24,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032935.wav
"Հանգստավայր հնարավոր է հասնել ավտոմեքենայով, գնացքով, ավտոբուսով, ձմեռային էքսպրեսով և ինքնաթիռով։","Հանգստավայր հնարավոր է հասնել ավտոմեքենայով, գնացքով, ավտոբուսով, ձմեռային էքսպրեսով և ինքնաթիռով։","Հանգստավայր հնարավոր է հասնել ավտոմեքենայով, գնացքով, ավտոբուսով, ձմեռային էքսպրեսով և ինքնաթիռով։",0.0,0.091,8.82,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032937.wav
Ադամյանը մահացել է անբուժելի հիվանդությունից նյութական ծանր կացության մեջ։,Ադամյանը մահացել է ամբուժելի հիվանդությունից նյութական ծանր կացության մեջ։,Ադամյանը մահացել է անբուժելի հիվանդությունից նյութական ծանր կացության մեջ։,0.0,0.111,5.58,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032949.wav
Որպես արդյունք դիտվում են բջջային վնասվածքներ և նույնիսկ բջջի մահ։,Որպես արդյունք տիտվում են բջջային վնասվածքներ և նույնիսկ բջջի մահ։,Որպես արդյունք դիտվում են բջջային վնասվածքներ և նույնիսկ բջջի մահ։,0.0,0.2,5.292,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40032954.wav
Բոլոր ճակատներն ունեն հայկական խորշեր։,Բոլոր ճակատներն ունեն հայկական խորշեր։,Բոլոր ճակատներն ունեն հայկական խորշեր։,0.0,0.0,3.6,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40033005.wav
Կամովին հրաժարման սուբյեկտիվ հատկանիշները մի քանիսն են։,Կամովին հրաժարման սուբյեկտիվ հատկանիշները մի քանիսն են։,Կամովին հրաժարման սուբյեկտիվ հատկանիշները մի քանիսն են։,0.0,0.0,4.824,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40033026.wav
Իր թատրոններին կից ունեցել է դերասանական ստուդիաներ։,Իր թատրոններին գիծ ունեցել է դերասանական ստուդիաներ։,Իր թատրոններին կից ունեցել է դերասանական ստուդիաներ։,0.0,0.143,4.032,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40033105.wav
Վերջին տասնամյակներում վերնագրին սկսել են ավելացվել ընթացիկ հաղորդավարի անունը։,Վերջին տասնամյակներում վերնագրին սկսել են ավելացնել ընթացի հաղորդավարի անունը։,Վերջին տասնամյակներում վերնագրին սկսել են ավելացվել ընթացիկ հաղորդավարի անունը։,0.0,0.222,6.012,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40033125.wav
"Ուկրաինայի այն փոքրաթիվ համալսարաններից է, որը միջազգային ճանաչում ունի։","Ուկրաինայի այն փոքրաթիվ համալսարաններից է, որը միջազգային ճանաչում ունի։","Ուկրաինայի այն փոքրաթիվ համալսարաններից է, որը միջազգային ճանաչում ունի։",0.0,0.0,5.364,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40033147.wav
Ինչպես նաև կարող են օգտագործվել երկու որակավորումները համատեղ։,Ինչպես նաև կարող են օգտագործվել երկու որակավորումները համատեղ։,Ինչպես նաև կարող են օգտագործվել երկու որակավորումները համատեղ։,0.0,0.125,5.004,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40033157.wav
"Նա միայն այնքան քաջություն ունեցավ, որ թևը խլեց ընկերոջ ձեռքից։","Նա միայն այնքան քաջություն ունեցավ, որ թեը խլեց ընկերոջ ձեռքից։","Նա միայն այնքան քաջություն ունեցավ, որ թևը խլեց ընկերոջ ձեռքից։",0.0,0.1,6.264,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40033171.wav
Ֆիզիկական զարգացման տակ հասկանում են անընդհատ տեղի ունեցող կենսաբանական գործընթացները։,Ֆիզիկական զարգացման տակ հասկանում են անընդհատ տեղի ունեցող կենսաբանական գործընթացները։,Ֆիզիկական զարգացման տակ հասկանում են անընդհատ տեղի ունեցող կենսաբանական գործընթացները։,0.0,0.0,6.336,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40034273.wav
Այս խյուսը լայնորեն օգտագործվում է տորթերի պատրաստման մեջ։,Այս յուսը լայնորեն օգտագործվում է տորթերի պատրաստման մեջ։,Այս խյուսը լայնորեն օգտագործվում է տորթերի պատրաստման մեջ։,0.0,0.125,5.004,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40034822.wav
Էյլերը դարձավ նրա կուռքը հետագա ողջ կյանքի համար։,"Էլերը դարձավ նրա կուռք, հետագա ողջ կյանքի համար։",Էյլերը դարձավ նրա կուռքը հետագա ողջ կյանքի համար։,0.0,0.25,4.644,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40034828.wav
Բրիտանական կայսրության շքանշանի հրամանատար։,Բրիտանական կայսրության շքանշանի հրամանատար։,Բրիտանական կայսրության շքանշանի հրամանատար։,0.0,0.0,4.212,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40038330.wav
Եվ հրապարակ հանողներն ովքե՞ր էին․,"Եվ հրապարակ հանողներն, ովքեր էին։",Եվ հրապարակ հանողներն ովքե՞ր էին․,0.0,0.6,3.636,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40040696.wav
Ուխտից հրաժարումը համարվել է ծանր մեղք և աստծո պատժին արժանի արարք։,Ողտից հրաժարումը համարվել է ծանր մեղ ևասո պատժին արժանի արարք։,Ուխտից հրաժարումը համարվել է ծանր մեղք և աստծո պատժին արժանի արարք։,0.0,0.364,6.192,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382493.wav
Պալէի պարի հիմնական տեսակներն են դասական պարը եւ բովանդակային պարը։,Պալեիպարի հիմնական տեսակներն են դասական պարը և բովանդակային պարը։,Պալէի պարի հիմնական տեսակներն են դասական պարը եւ բովանդակային պարը։,0.0,0.2,6.48,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382494.wav
Գերակշռում են ուժեղ քամիները։,Գերակշռում են ուժեղ քամի ները։,Գերակշռում են ուժեղ քամիները։,0.0,0.5,4.176,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382495.wav
"Նունեն թողեց նրա պարանոցն և նայելով ուղղակի նրա գրեթե արտասվալից աչքերին, ասաց․",Նրան թողեց նրա պարանոցը և նայելով ուղղակի նրա գրեթե արտասվալից աչքերին- ասաց.,"Նունեն թողեց նրա պարանոցն և նայելով ուղղակի նրա գրեթե արտասվալից աչքերին, ասաց․",0.0,0.417,7.452,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382496.wav
"- Կորչելն ինչպես կլինի, պոզավոր խո չի՞ լինի։","- Գորցելն ինչպես կլինի, պոզավոր հո չի՞ լինի։","- Կորչելն ինչպես կլինի, պոզավոր խո չի՞ լինի։",0.0,0.25,4.608,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382497.wav
Սպիտակ գույը երբեք չպետք է գերակշռի հիմնական երանգին։,Սպիտակ գույնը երբեք չպետք է գերակշռի հիմնական երանգին։,Սպիտակ գույը երբեք չպետք է գերակշռի հիմնական երանգին։,0.0,0.125,5.112,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382523.wav
Կան նաև երեխաների համար նախատեսված դեղաչափեր։,Կան նաև երեխաների համար նախատեսված դեղաչափեր։,Կան նաև երեխաների համար նախատեսված դեղաչափեր։,0.0,0.167,5.616,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382524.wav
"Ընդօրինակել և զարգացրել են սեմական ժառանգորդները՝ աքքադացիք, բաբելոնացիք, ասորեստանցիք։","Ընդօրինակել և զարգացրել են սեմական ժառանգորդները աքադացիկ, բաբելոնացիկ, ասորեստանցիկ։","Ընդօրինակել և զարգացրել են սեմական ժառանգորդները՝ աքքադացիք, բաբելոնացիք, ասորեստանցիք։",0.0,0.556,8.532,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382525.wav
Մեկ տարի աշխատելով՝ նա որոշել է հեռանալ ընկերությունից։,Մեկ տարի աշխատելով նա որոշել է հեռանալ ընկերությունից։,Մեկ տարի աշխատելով՝ նա որոշել է հեռանալ ընկերությունից։,0.0,0.125,4.932,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382526.wav
"Տերևները պարզ են, հակադիր, ամբողջաեզր, ձվաձև կամ ձվանշտարաձև։","Տերևները պարզ են, հակադիր, ամբողջաեզր, ձվաձև կամ ձվանշտարաձև։","Տերևները պարզ են, հակադիր, ամբողջաեզր, ձվաձև կամ ձվանշտարաձև։",0.0,0.375,6.552,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382527.wav
"Աշխատանքները վերաբերում են ձգողականության տեսությանը, տիեզերաբանությանը, նեյտրոնային աստղերի ֆիզիկային։","Աշխատանքները վերաբերում են ձգողականության տեսությանը, տիզերաբանությանը, էետրոնային, աստղերի ֆիզիկային։","Աշխատանքները վերաբերում են ձգողականության տեսությանը, տիեզերաբանությանը, նեյտրոնային աստղերի ֆիզիկային։",0.0,0.222,8.568,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382558.wav
"Որոշ ժամանակ նա աղքատ կյանք էր վարում, քանզի համարյա գումար չուներ։","Որոշ ժամանակ նաղքատ կյանք էր վարում, քանզի համարյա գումար չուներ։","Որոշ ժամանակ նա աղքատ կյանք էր վարում, քանզի համարյա գումար չուներ։",0.0,0.182,5.616,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382559.wav
Փուչիկներով կարող են կազմակերպվել մրցույթներ։,Թուչիկներով կարող են կազմակերպվել մրցույթներ։,Փուչիկներով կարող են կազմակերպվել մրցույթներ։,0.0,0.2,4.572,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382560.wav
"- Ուրիշ անգամ, ուրիշ անգամ,- մեքենայաբար պատասխանեց Զազունյանը և գնաց իր տեղը նստելու երկրորդ կարգում։","Օւրիշ անգ համուրիշ անգամ,- մեքենայաբար պատասխանեց Զազունյանը և գնաց իր տեղը նստելու երկրորդ կարգում։","- Ուրիշ անգամ, ուրիշ անգամ,- մեքենայաբար պատասխանեց Զազունյանը և գնաց իր տեղը նստելու երկրորդ կարգում։",0.0,0.333,7.632,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382562.wav
"Միակ պետական ռադիոն է, որ ունի քրդական հաղորդում։","Միակ պետական ռադիոն է, որ ունի քրդական հաղորդում։","Միակ պետական ռադիոն է, որ ունի քրդական հաղորդում։",0.0,0.0,5.112,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382641.wav
"Սարի երգացանկում ընդգրկված են հայ, ռուս և եվրոպացի կոմպոզիտորների ստեղծագործություններ։",Սարի երգացանկում ընդգրկված են հայ ռուս և իվրոպացի կոմպոզիտորների ստեղծագործություններ։,"Սարի երգացանկում ընդգրկված են հայ, ռուս և եվրոպացի կոմպոզիտորների ստեղծագործություններ։",0.0,0.3,7.992,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382645.wav
Հուշարձանները պատրաստված են մարմարի փշուրներով բետոնից։,Հուշարձանները պատրաստված են մարմարի փշուրներով բետոնից։,Հուշարձանները պատրաստված են մարմարի փշուրներով բետոնից։,0.0,0.0,5.58,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382646.wav
Ստորև բերված աղյուսակում ներկայացված են խաղի պաշտոնական սաունդթրեք կատարումները։,Ստորև բերված աղուսակում ներկայացված են խաղի պաշտոնական սունթրեք կատարումները։,Ստորև բերված աղյուսակում ներկայացված են խաղի պաշտոնական սաունդթրեք կատարումները։,0.0,0.333,7.02,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382647.wav
"Սամսարայից ազատագրումը կոչվում է մոկշա, նիրվանա, մուկտի կամ կաիվալյա։","Սամսարայից ազատագրումը կոչվում է մոքշա, նիռվանա, մուկտի կամ կայվալիա։","Սամսարայից ազատագրումը կոչվում է մոկշա, նիրվանա, մուկտի կամ կաիվալյա։",0.0,0.333,8.136,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382649.wav
"Թեյամանի մեջ ջուրը եռաց, կափարիչը ձայն հանեց։","Թեյամանի մեջ ջուրը եռած, կաբարիչը ձայն հանեց։","Թեյամանի մեջ ջուրը եռաց, կափարիչը ձայն հանեց։",0.0,0.286,5.364,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382692.wav
Պատկերված են նաև ապոկալիպսիսի տեսարաններ։,Պատկերված են նաև ապոկալի պսիսի տեսարաններ։,Պատկերված են նաև ապոկալիպսիսի տեսարաններ։,0.0,0.6,4.608,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382693.wav
Հիմա համեմատենք ինձ ու քեզ։,Հիմա համեմատ եք ինձու քեզ..,Հիմա համեմատենք ինձ ու քեզ։,0.0,0.8,4.032,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382694.wav
"Իշխանութեան գալով, հաստատած է միակուսակցական դրուածք։",Իշխանութեան գալով հաստատուած է միակուսակցական դրուածք։,"Իշխանութեան գալով, հաստատած է միակուսակցական դրուածք։",0.0,0.333,5.724,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382696.wav
Նա որոշեց ամեն ինչ նորից սկսել։,Նա որոշեց ամեն ինչ նորից սկսել։,Նա որոշեց ամեն ինչ նորից սկսել։,0.0,0.0,4.536,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382733.wav
Մարմնի խոռոչը բացակայում է։,Մարմնի խոռոչը բացակայում է։,Մարմնի խոռոչը բացակայում է։,0.0,0.0,3.24,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382734.wav
Այս ծաղիկն օգտագործում են օծանելիք պատրաստելու համար։,Այս ծաղքն օգտագործում են օծանելիք պատրաստելու համար։,Այս ծաղիկն օգտագործում են օծանելիք պատրաստելու համար։,0.0,0.143,5.688,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382735.wav
Մասնագիտական գրականութեան մէջ այդ ստեղծագործութիւնը կը կոչուի նաեւօպերետ։,Մասնագիտական գրականութեան մէջ այդ ստեղծագործութիւնը կը կոչուի նաև օպերետ։,Մասնագիտական գրականութեան մէջ այդ ստեղծագործութիւնը կը կոչուի նաեւօպերետ։,0.0,0.25,7.164,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382736.wav
Որպես բազա ծառայում է հավասարահեռ նշումներով շարժական ձողաքանոնը։,Որպես բազը ծառայում է հավասարահեղռ նշումներով շարժական ձողաանունը։,Որպես բազա ծառայում է հավասարահեռ նշումներով շարժական ձողաքանոնը։,0.0,0.375,6.192,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382737.wav
"Ամրոցի տարածքում պահպանված հուշարձանները փոքրաթիվ են՝ երկու եկեղեցիներ, խաչքարեր և տապանաքարեր։","Ամրոցի տարածքում պահպանված հուշարձանները փոքրաթիվ են, երկու եկեղեցիներ, խաչքարեր և տապանաքարեր։","Ամրոցի տարածքում պահպանված հուշարձանները փոքրաթիվ են՝ երկու եկեղեցիներ, խաչքարեր և տապանաքարեր։",0.0,0.182,8.28,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382791.wav
"Զբաղվում էին այգեգործությամբ, հացահատիկի մշակությամբ, մեղվաբուծությամբ, արհեստներով, անասնապահությամբ, առևտրով։","Զբաղվում էին այգեգործությամբ, հացահատիկի մշակությամբ, մեղվաբուծությամբ, պարհեստներով, անասնապահությամբ, առևտրով։","Զբաղվում էին այգեգործությամբ, հացահատիկի մշակությամբ, մեղվաբուծությամբ, արհեստներով, անասնապահությամբ, առևտրով։",0.0,0.222,8.964,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382792.wav
Առաջին հարկում խանութներ են։,Առաջին հարկում խանութներ են։,Առաջին հարկում խանութներ են։,0.0,0.0,4.032,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382793.wav
Այն պատիճից անցնում է միզային խողովակի մեջ։,Այն պատիճից անցնում է միզային խողովակի մեջ։,Այն պատիճից անցնում է միզային խողովակի մեջ։,0.0,0.0,5.58,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382794.wav
"- Աստվածդ սիրես, Մանե, ուշքդ հավաքիր։","Աստուածը սիրեսման է, ուշքը թավաքիր։","- Աստվածդ սիրես, Մանե, ուշքդ հավաքիր։",0.0,1.0,4.572,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382795.wav
Ներկայացվում են հաշվետվություններ խմբակի կատարած աշխատանքների վերաբերյալ։,Ներկայացվում են հաշվատվություններ խմբակի կատարած աշխատանքների վերաբերյալ։,Ներկայացվում են հաշվետվություններ խմբակի կատարած աշխատանքների վերաբերյալ։,0.0,0.143,5.436,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382825.wav
"Բանասիրական գիտությունների թեկնածու, դոցենտ։","Բանասիրական գիտությունների թեկնածու, դոցենտ։","Բանասիրական գիտությունների թեկնածու, դոցենտ։",0.0,0.0,4.968,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382827.wav
Ծաղկակիցները սերմնարանից զգալիորեն կարճ են։,Ծաղկակիցները սերմնարանից զգալիորեն կարճ են։,Ծաղկակիցները սերմնարանից զգալիորեն կարճ են։,0.0,0.0,4.896,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382828.wav
"- Այս ի՜նչ երևելի հայերեն են ջարդում ձեր հայտնի ընտանիքների պատկանող տիկինները, օրիորդները, պարոնները։","Այսինչ երևելի հայերեն են ջարդում ձեր հայտնի ընտանիքների պատկանող տիկինները, օրիորդները, պարուները։","- Այս ի՜նչ երևելի հայերեն են ջարդում ձեր հայտնի ընտանիքների պատկանող տիկինները, օրիորդները, պարոնները։",0.0,0.357,8.1,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382829.wav
